Epochs,Train 1pit_multi_loss,Val 1pit_multi_loss,Train si_sdr,Train accuracy_metric,Train probnorm_acc_metric,Val si_sdr,Val accuracy_metric,Val probnorm_acc_metric
83,0.004401705639824892,0.00575252052550105,26.30878050994873,93.62083333333334,0.9366829753220082,25.763328917483065,93.33444148936171,0.933841260150075
84,0.004502259064310541,0.005543599643328405,26.215610432942707,93.76666666666667,0.9381290739973386,25.77461009329938,93.30119680851064,0.933501304345245
85,0.004455806230660528,0.005561537661668944,26.24211498006185,94.07083333333334,0.9411503495673339,25.90470329244086,93.0684840425532,0.9311791826832168
86,0.004324610211731245,0.00539953532217546,26.387570020039878,94.30833333333334,0.9435037036339442,25.916476462749724,93.33444148936171,0.9338437631488481
87,0.004447578618923823,0.005544640357913251,26.241922510782878,93.74583333333334,0.9379229366282622,25.885301965348265,93.20146276595744,0.9325189819123517
88,0.004404353898173819,0.005421895673126973,26.33772016906738,93.8375,0.9388320742746195,26.00641010162678,93.08510638297872,0.9313441545880855
89,0.004203660259178529,0.005385506903737823,26.528809816996258,94.13333333333334,0.9417693890929222,26.11230952688988,93.26795212765957,0.9331763665330537
90,0.004347137974730382,0.0070442431228621765,26.38160217285156,93.9,0.9394517412185669,24.233415664510524,91.55585106382979,0.9161792543340237
91,0.004526202390280862,0.006045923524962223,26.14516734822591,93.60416666666667,0.9365156812369824,25.178520679473877,88.09840425531915,0.8818200441434029
92,0.00453761746097977,0.005601304430301559,26.198025051116943,93.94166666666666,0.9398608788649241,25.86782922136023,93.61702127659575,0.936643279534071
93,0.004657876377149175,0.006152729712491063,26.149602579752603,93.72083333333333,0.9376760737200578,25.31602184823219,92.70279255319149,0.9275548067736499
94,0.005251600033603609,0.005695510466157043,25.598376817067464,93.26666666666667,0.9331610723336538,25.720008079041826,92.9188829787234,0.9297019445357171
95,0.00456541333347559,0.005722883519681884,26.25229703013102,93.84583333333333,0.9389141527712345,25.721229735841142,93.61702127659575,0.9366382735365248
96,0.004472764044534415,0.005919291080530495,26.273369570414225,94.06666666666666,0.9411064869364103,25.76283011537917,93.11835106382979,0.9316791043953693
97,0.0043141946244674425,0.005459694135463499,26.538065597534178,93.88333333333334,0.9392857019702594,25.801193359050345,93.66688829787235,0.9371356922499043
98,0.004325255294175197,0.005717589296995008,26.47649302927653,93.85833333333333,0.9390357019702593,25.78562172423018,92.12101063829788,0.9217732811069235
99,0.004366203077758352,0.005458320212981446,26.38653647104899,93.825,0.9387048783103625,26.000997725953447,93.60039893617021,0.9364682956341099
100,0.004045148446845511,0.005219806074858346,26.715259862264,93.85833333333333,0.9390363293886185,26.000576983106896,93.73337765957447,0.9377955798693793
